100001Pedido de Compra em 12/12/2019 com 10 itens201912121855270000143,00E
20550200873Item do Pedido 00873 e valor: R$ 0,00             0000000,00
20550300873Item do Pedido 00873 e valor: R$ 0,00             0000000,00
100874Pedido de Compra em 16/10/2019 com 9 itens201910161855270000018,00E
20550400874Item do Pedido 00874 e valor: R$ 17,00            0000017,00
20550500874Item do Pedido 00874 e valor: R$ 1,00             0000001,00
20550600874Item do Pedido 00874 e valor: R$ 0,00             0000000,00
20550700874Item do Pedido 00874 e valor: R$ 0,00             0000000,00
20550800874Item do Pedido 00874 e valor: R$ 0,00             0000000,00
20550900874Item do Pedido 00874 e valor: R$ 0,00             0000000,00
20551000874Item do Pedido 00874 e valor: R$ 0,00             0000000,00
20551100874Item do Pedido 00874 e valor: R$ 0,00             0000000,00
20551200874Item do Pedido 00874 e valor: R$ 0,00             0000000,00
20551300874Item do Pedido 00874 e valor: R$ 0,00             0000000,00
100875Pedido de Compra em 16/10/2019 com 9 itens201910161855270000092,00E
20551400875Item do Pedido 00875 e valor: R$ 63,00            0000063,00
20551500875Item do Pedido 00875 e valor: R$ 17,00            0000017,00
20551600875Item do Pedido 00875 e valor: R$ 4,00             0000004,00
20551700875Item do Pedido 00875 e valor: R$ 1,00             0000001,00
20551800875Item do Pedido 00875 e valor: R$ 1,00             0000001,00
20551900875Item do Pedido 00875 e valor: R$ 5,00             0000005,00
20552000875Item do Pedido 00875 e valor: R$ 1,00             0000001,00
20552100875Item do Pedido 00875 e valor: R$ 0,00             0000000,00
20552200875Item do Pedido 00875 e valor: R$ 0,00             0000000,00
20552300875Item do Pedido 00875 e valor: R$ 0,00             0000000,00
100876Pedido de Compra em 16/10/2019 com 9 itens201910161855270000136,00E
20552400876Item do Pedido 00876 e valor: R$ 25,00            0000025,00
20552500876Item do Pedido 00876 e valor: R$ 70,00            0000070,00
20552600876Item do Pedido 00876 e valor: R$ 36,00            0000036,00
20552700876Item do Pedido 00876 e valor: R$ 3,00             0000003,00
20552800876Item do Pedido 00876 e valor: R$ 1,00             0000001,00
20552900876Item do Pedido 00876 e valor: R$ 1,00             0000001,00
20553000876Item do Pedido 00876 e valor: R$ 0,00             0000000,00
20553100876Item do Pedido 00876 e valor: R$ 0,00             0000000,00
20553200876Item do Pedido 00876 e valor: R$ 0,00             0000000,00
20553300876Item do Pedido 00876 e valor: R$ 0,00             0000000,00
100877Pedido de Compra em 16/10/2019 com 9 itens201910161855270000134,00E
20553400877Item do Pedido 00877 e valor: R$ 34,00            0000034,00
20553500877Item do Pedido 00877 e valor: R$ 7,00             0000007,00
20553600877Item do Pedido 00877 e valor: R$ 7,00             0000007,00
20553700877Item do Pedido 00877 e valor: R$ 42,00            0000042,00
20553800877Item do Pedido 00877 e valor: R$ 14,00            0000014,00
20553900877Item do Pedido 00877 e valor: R$ 3,00             0000003,00
20554000877Item do Pedido 00877 e valor: R$ 14,00            0000014,00
20554100877Item do Pedido 00877 e valor: R$ 7,00             0000007,00
20554200877Item do Pedido 00877 e valor: R$ 1,00             0000001,00
20554300877Item do Pedido 00877 e valor: R$ 1,00             0000001,00
100878Pedido de Compra em 16/10/2019 com 9 itens201910161855270000145,00E
20554400878Item do Pedido 00878 e valor: R$ 72,00            0000072,00
20554500878Item do Pedido 00878 e valor: R$ 24,00            0000024,00
20554600878Item do Pedido 00878 e valor: R$ 46,00            0000046,00
20554700878Item do Pedido 00878 e valor: R$ 2,00             0000002,00
20554800878Item do Pedido 00878 e valor: R$ 1,00             0000001,00
20554900878Item do Pedido 00878 e valor: R$ 0,00             0000000,00
20555000878Item do Pedido 00878 e valor: R$ 0,00             0000000,00
20555100878Item do Pedido 00878 e valor: R$ 0,00             0000000,00
20555200878Item do Pedido 00878 e valor: R$ 0,00             0000000,00
20555300878Item do Pedido 00878 e valor: R$ 0,00             0000000,00
100879Pedido de Compra em 16/10/2019 com 9 itens201910161855270000064,00E
20555400879Item do Pedido 00879 e valor: R$ 63,00            0000063,00
20555500879Item do Pedido 00879 e valor: R$ 1,00             0000001,00
20555600879Item do Pedido 00879 e valor: R$ 0,00             0000000,00
20555700879Item do Pedido 00879 e valor: R$ 0,00             0000000,00
20555800879Item do Pedido 00879 e valor: R$ 0,00             0000000,00
20555900879Item do Pedido 00879 e valor: R$ 0,00             0000000,00
20556000879Item do Pedido 00879 e valor: R$ 0,00             0000000,00
20556100879Item do Pedido 00879 e valor: R$ 0,00             0000000,00
20556200879Item do Pedido 00879 e valor: R$ 0,00             0000000,00
20556300879Item do Pedido 00879 e valor: R$ 0,00             0000000,00
100880Pedido de Compra em 16/10/2019 com 9 itens201910161855270000134,00E
20556400880Item do Pedido 00880 e valor: R$ 99,00            0000099,00
20556500880Item do Pedido 00880 e valor: R$ 2,00             0000002,00
20556600880Item do Pedido 00880 e valor: R$ 33,00            0000033,00
20556700880Item do Pedido 00880 e valor: R$ 0,00             0000000,00
20556800880Item do Pedido 00880 e valor: R$ 0,00             0000000,00
20556900880Item do Pedido 00880 e valor: R$ 0,00             0000000,00
20557000880Item do Pedido 00880 e valor: R$ 0,00             0000000,00
20557100880Item do Pedido 00880 e valor: R$ 0,00             0000000,00
20557200880Item do Pedido 00880 e valor: R$ 0,00             0000000,00
20557300880Item do Pedido 00880 e valor: R$ 0,00             0000000,00
100881Pedido de Compra em 16/10/2019 com 9 itens201910161855270000004,00E
20557400881Item do Pedido 00881 e valor: R$ 4,00             0000004,00
20557500881Item do Pedido 00881 e valor: R$ 0,00             0000000,00
20557600881Item do Pedido 00881 e valor: R$ 0,00             0000000,00
20557700881Item do Pedido 00881 e valor: R$ 0,00             0000000,00
20557800881Item do Pedido 00881 e valor: R$ 0,00             0000000,00
20557900881Item do Pedido 00881 e valor: R$ 0,00             0000000,00
20558000881Item do Pedido 00881 e valor: R$ 0,00             0000000,00
20558100881Item do Pedido 00881 e valor: R$ 0,00             0000000,00
20558200881Item do Pedido 00881 e valor: R$ 0,00             0000000,00
20558300881Item do Pedido 00881 e valor: R$ 0,00             0000000,00
100882Pedido de Compra em 16/10/2019 com 9 itens201910161855270000137,00E
20558400882Item do Pedido 00882 e valor: R$ 90,00            0000090,00
20558500882Item do Pedido 00882 e valor: R$ 38,00            0000038,00
20558600882Item do Pedido 00882 e valor: R$ 7,00             0000007,00
20558700882Item do Pedido 00882 e valor: R$ 2,00             0000002,00
20558800882Item do Pedido 00882 e valor: R$ 0,00             0000000,00
20558900882Item do Pedido 00882 e valor: R$ 0,00             0000000,00
20559000882Item do Pedido 00882 e valor: R$ 0,00             0000000,00
20559100882Item do Pedido 00882 e valor: R$ 0,00             0000000,00
20559200882Item do Pedido 00882 e valor: R$ 0,00             0000000,00
20559300882Item do Pedido 00882 e valor: R$ 0,00             0000000,00
100883Pedido de Compra em 16/10/2019 com 9 itens201910161855270000149,00E
20559400883Item do Pedido 00883 e valor: R$ 82,00            0000082,00
20559500883Item do Pedido 00883 e valor: R$ 21,00            0000021,00
20559600883Item do Pedido 00883 e valor: R$ 28,00            0000028,00
20559700883Item do Pedido 00883 e valor: R$ 9,00             0000009,00
20559800883Item do Pedido 00883 e valor: R$ 3,00             0000003,00
20559900883Item do Pedido 00883 e valor: R$ 3,00             0000003,00
20560000883Item do Pedido 00883 e valor: R$ 2,00             0000002,00
20560100883Item do Pedido 00883 e valor: R$ 1,00             0000001,00
20560200883Item do Pedido 00883 e valor: R$ 0,00             0000000,00
20560300883Item do Pedido 00883 e valor: R$ 0,00             0000000,00
100884Pedido de Compra em 16/10/2019 com 9 itens201910161855270000021,00E
20560400884Item do Pedido 00884 e valor: R$ 14,00            0000014,00
20560500884Item do Pedido 00884 e valor: R$ 3,00             0000003,00
20560600884Item do Pedido 00884 e valor: R$ 2,00             0000002,00
20560700884Item do Pedido 00884 e valor: R$ 2,00             0000002,00
20560800884Item do Pedido 00884 e valor: R$ 0,00             0000000,00
20560900884Item do Pedido 00884 e valor: R$ 0,00             0000000,00
20561000884Item do Pedido 00884 e valor: R$ 0,00             0000000,00
20561100884Item do Pedido 00884 e valor: R$ 0,00             0000000,00
20561200884Item do Pedido 00884 e valor: R$ 0,00             0000000,00
20561300884Item do Pedido 00884 e valor: R$ 0,00             0000000,00
100885Pedido de Compra em 16/10/2019 com 9 itens201910161855270000021,00E
20561400885Item do Pedido 00885 e valor: R$ 16,00            0000016,00
20561500885Item do Pedido 00885 e valor: R$ 5,00             0000005,00
20561600885Item do Pedido 00885 e valor: R$ 0,00             0000000,00
20561700885Item do Pedido 00885 e valor: R$ 0,00             0000000,00
20561800885Item do Pedido 00885 e valor: R$ 0,00             0000000,00
20561900885Item do Pedido 00885 e valor: R$ 0,00             0000000,00
20562000885Item do Pedido 00885 e valor: R$ 0,00             0000000,00
20562100885Item do Pedido 00885 e valor: R$ 0,00             0000000,00
20562200885Item do Pedido 00885 e valor: R$ 0,00             0000000,00
20562300885Item do Pedido 00885 e valor: R$ 0,00             0000000,00
100886Pedido de Compra em 15/10/2019 com 10 itens201910151855270000153,00E
20562400886Item do Pedido 00886 e valor: R$ 25,00            0000025,00
20562500886Item do Pedido 00886 e valor: R$ 3,00             0000003,00
20562600886Item do Pedido 00886 e valor: R$ 85,00            0000085,00
20562700886Item do Pedido 00886 e valor: R$ 20,00            0000020,00
20562800886Item do Pedido 00886 e valor: R$ 20,00            0000020,00
20562900886Item do Pedido 00886 e valor: R$ 0,00             0000000,00
20563000886Item do Pedido 00886 e valor: R$ 0,00             0000000,00
20563100886Item do Pedido 00886 e valor: R$ 0,00             0000000,00
20563200886Item do Pedido 00886 e valor: R$ 0,00             0000000,00
20563300886Item do Pedido 00886 e valor: R$ 0,00             0000000,00
20563400886Item do Pedido 00886 e valor: R$ 0,00             0000000,00
100887Pedido de Compra em 15/10/2019 com 10 itens201910151855270000055,00E
20563500887Item do Pedido 00887 e valor: R$ 46,00            0000046,00
20563600887Item do Pedido 00887 e valor: R$ 9,00             0000009,00
20563700887Item do Pedido 00887 e valor: R$ 0,00             0000000,00
20563800887Item do Pedido 00887 e valor: R$ 0,00             0000000,00
20563900887Item do Pedido 00887 e valor: R$ 0,00             0000000,00
20564000887Item do Pedido 00887 e valor: R$ 0,00             0000000,00
20564100887Item do Pedido 00887 e valor: R$ 0,00             0000000,00
20564200887Item do Pedido 00887 e valor: R$ 0,00             0000000,00
20564300887Item do Pedido 00887 e valor: R$ 0,00             0000000,00
20564400887Item do Pedido 00887 e valor: R$ 0,00             0000000,00
20564500887Item do Pedido 00887 e valor: R$ 0,00             0000000,00
100888Pedido de Compra em 15/10/2019 com 10 itens201910151855270000053,00E
20564600888Item do Pedido 00888 e valor: R$ 12,00            0000012,00
20564700888Item do Pedido 00888 e valor: R$ 12,00            0000012,00
20564800888Item do Pedido 00888 e valor: R$ 12,00            0000012,00
20564900888Item do Pedido 00888 e valor: R$ 10,00            0000010,00
20565000888Item do Pedido 00888 e valor: R$ 4,00             0000004,00
20565100888Item do Pedido 00888 e valor: R$ 2,00             0000002,00
20565200888Item do Pedido 00888 e valor: R$ 1,00             0000001,00
20565300888Item do Pedido 00888 e valor: R$ 0,00             0000000,00
20565400888Item do Pedido 00888 e valor: R$ 0,00             0000000,00
20565500888Item do Pedido 00888 e valor: R$ 0,00             0000000,00
20565600888Item do Pedido 00888 e valor: R$ 0,00             0000000,00
100889Pedido de Compra em 15/10/2019 com 10 itens201910151855270000081,00E
20565700889Item do Pedido 00889 e valor: R$ 26,00            0000026,00
20565800889Item do Pedido 00889 e valor: R$ 46,00            0000046,00
20565900889Item do Pedido 00889 e valor: R$ 6,00             0000006,00
20566000889Item do Pedido 00889 e valor: R$ 3,00             0000003,00
20566100889Item do Pedido 00889 e valor: R$ 0,00             0000000,00
20566200889Item do Pedido 00889 e valor: R$ 0,00             0000000,00
20566300889Item do Pedido 00889 e valor: R$ 0,00             0000000,00
20566400889Item do Pedido 00889 e valor: R$ 0,00             0000000,00
20566500889Item do Pedido 00889 e valor: R$ 0,00             0000000,00
20566600889Item do Pedido 00889 e valor: R$ 0,00             0000000,00
20566700889Item do Pedido 00889 e valor: R$ 0,00             0000000,00
100890Pedido de Compra em 15/10/2019 com 10 itens201910151855270000076,00E
20566800890Item do Pedido 00890 e valor: R$ 3,00             0000003,00
20566900890Item do Pedido 00890 e valor: R$ 64,00            0000064,00
20567000890Item do Pedido 00890 e valor: R$ 1,00             0000001,00
20567100890Item do Pedido 00890 e valor: R$ 7,00             0000007,00
20567200890Item do Pedido 00890 e valor: R$ 1,00             0000001,00
20567300890Item do Pedido 00890 e valor: R$ 0,00             0000000,00
20567400890Item do Pedido 00890 e valor: R$ 0,00             0000000,00
20567500890Item do Pedido 00890 e valor: R$ 0,00             0000000,00
20567600890Item do Pedido 00890 e valor: R$ 0,00             0000000,00
20567700890Item do Pedido 00890 e valor: R$ 0,00             0000000,00
20567800890Item do Pedido 00890 e valor: R$ 0,00             0000000,00
100891Pedido de Compra em 15/10/2019 com 10 itens201910151855270000084,00E
20567900891Item do Pedido 00891 e valor: R$ 11,00            0000011,00
20568000891Item do Pedido 00891 e valor: R$ 34,00            0000034,00
20568100891Item do Pedido 00891 e valor: R$ 11,00            0000011,00
20568200891Item do Pedido 00891 e valor: R$ 25,00            0000025,00
20568300891Item do Pedido 00891 e valor: R$ 3,00             0000003,00
20568400891Item do Pedido 00891 e valor: R$ 0,00             0000000,00
20568500891Item do Pedido 00891 e valor: R$ 0,00             0000000,00
20568600891Item do Pedido 00891 e valor: R$ 0,00             0000000,00
20568700891Item do Pedido 00891 e valor: R$ 0,00             0000000,00
20568800891Item do Pedido 00891 e valor: R$ 0,00             0000000,00
20568900891Item do Pedido 00891 e valor: R$ 0,00             0000000,00
100892Pedido de Compra em 15/10/2019 com 10 itens201910151855270000102,00E
20569000892Item do Pedido 00892 e valor: R$ 5,00             0000005,00
20569100892Item do Pedido 00892 e valor: R$ 89,00            0000089,00
20569200892Item do Pedido 00892 e valor: R$ 2,00             0000002,00
20569300892Item do Pedido 00892 e valor: R$ 2,00             0000002,00
20569400892Item do Pedido 00892 e valor: R$ 4,00             0000004,00
20569500892Item do Pedido 00892 e valor: R$ 0,00             0000000,00
20569600892Item do Pedido 00892 e valor: R$ 0,00             0000000,00
20569700892Item do Pedido 00892 e valor: R$ 0,00             0000000,00
20569800892Item do Pedido 00892 e valor: R$ 0,00             0000000,00
20569900892Item do Pedido 00892 e valor: R$ 0,00             0000000,00
20570000892Item do Pedido 00892 e valor: R$ 0,00             0000000,00
100893Pedido de Compra em 15/10/2019 com 10 itens201910151855270000086,00E
20570100893Item do Pedido 00893 e valor: R$ 29,00            0000029,00
20570200893Item do Pedido 00893 e valor: R$ 18,00            0000018,00
20570300893Item do Pedido 00893 e valor: R$ 6,00             0000006,00
20570400893Item do Pedido 00893 e valor: R$ 14,00            0000014,00
20570500893Item do Pedido 00893 e valor: R$ 16,00            0000016,00
20570600893Item do Pedido 00893 e valor: R$ 3,00             0000003,00
20570700893Item do Pedido 00893 e valor: R$ 0,00             0000000,00
20570800893Item do Pedido 00893 e valor: R$ 0,00             0000000,00
20570900893Item do Pedido 00893 e valor: R$ 0,00             0000000,00
20571000893Item do Pedido 00893 e valor: R$ 0,00             0000000,00
20571100893Item do Pedido 00893 e valor: R$ 0,00             0000000,00
100894Pedido de Compra em 15/10/2019 com 10 itens201910151855270000140,00E
20571200894Item do Pedido 00894 e valor: R$ 104,00           0000104,00
20571300894Item do Pedido 00894 e valor: R$ 25,00            0000025,00
20571400894Item do Pedido 00894 e valor: R$ 2,00             0000002,00
20571500894Item do Pedido 00894 e valor: R$ 9,00             0000009,00
20571600894Item do Pedido 00894 e valor: R$ 0,00             0000000,00
20571700894Item do Pedido 00894 e valor: R$ 0,00             0000000,00
20571800894Item do Pedido 00894 e valor: R$ 0,00             0000000,00
20571900894Item do Pedido 00894 e valor: R$ 0,00             0000000,00
20572000894Item do Pedido 00894 e valor: R$ 0,00             0000000,00
20572100894Item do Pedido 00894 e valor: R$ 0,00             0000000,00
20572200894Item do Pedido 00894 e valor: R$ 0,00             0000000,00
100895Pedido de Compra em 15/10/2019 com 10 itens201910151855270000083,00E
20572300895Item do Pedido 00895 e valor: R$ 20,00            0000020,00
20572400895Item do Pedido 00895 e valor: R$ 53,00            0000053,00
20572500895Item do Pedido 00895 e valor: R$ 1,00             0000001,00
20572600895Item do Pedido 00895 e valor: R$ 1,00             0000001,00
20572700895Item do Pedido 00895 e valor: R$ 5,00             0000005,00
20572800895Item do Pedido 00895 e valor: R$ 1,00             0000001,00
20572900895Item do Pedido 00895 e valor: R$ 1,00             0000001,00
20573000895Item do Pedido 00895 e valor: R$ 1,00             0000001,00
20573100895Item do Pedido 00895 e valor: R$ 0,00             0000000,00
20573200895Item do Pedido 00895 e valor: R$ 0,00             0000000,00
20573300895Item do Pedido 00895 e valor: R$ 0,00             0000000,00
100896Pedido de Compra em 15/10/2019 com 10 itens201910151855270000140,00E
20573400896Item do Pedido 00896 e valor: R$ 135,00           0000135,00
20573500896Item do Pedido 00896 e valor: R$ 3,00             0000003,00
20573600896Item do Pedido 00896 e valor: R$ 1,00             0000001,00
20573700896Item do Pedido 00896 e valor: R$ 1,00             0000001,00
20573800896Item do Pedido 00896 e valor: R$ 0,00             0000000,00
20573900896Item do Pedido 00896 e valor: R$ 0,00             0000000,00
20574000896Item do Pedido 00896 e valor: R$ 0,00             0000000,00
20574100896Item do Pedido 00896 e valor: R$ 0,00             0000000,00
20574200896Item do Pedido 00896 e valor: R$ 0,00             0000000,00
20574300896Item do Pedido 00896 e valor: R$ 0,00             0000000,00
20574400896Item do Pedido 00896 e valor: R$ 0,00             0000000,00
100897Pedido de Compra em 15/10/2019 com 10 itens201910151855270000034,00E
20574500897Item do Pedido 00897 e valor: R$ 21,00            0000021,00
20574600897Item do Pedido 00897 e valor: R$ 10,00            0000010,00
20574700897Item do Pedido 00897 e valor: R$ 3,00             0000003,00
20574800897Item do Pedido 00897 e valor: R$ 0,00             0000000,00
20574900897Item do Pedido 00897 e valor: R$ 0,00             0000000,00
20575000897Item do Pedido 00897 e valor: R$ 0,00             0000000,00
20575100897Item do Pedido 00897 e valor: R$ 0,00             0000000,00
20575200897Item do Pedido 00897 e valor: R$ 0,00             0000000,00
20575300897Item do Pedido 00897 e valor: R$ 0,00             0000000,00
20575400897Item do Pedido 00897 e valor: R$ 0,00             0000000,00
20575500897Item do Pedido 00897 e valor: R$ 0,00             0000000,00
100898Pedido de Compra em 15/10/2019 com 10 itens201910151855270000147,00E
20575600898Item do Pedido 00898 e valor: R$ 129,00           0000129,00
20575700898Item do Pedido 00898 e valor: R$ 1,00             0000001,00
20575800898Item do Pedido 00898 e valor: R$ 16,00            0000016,00
20575900898Item do Pedido 00898 e valor: R$ 1,00             0000001,00
20576000898Item do Pedido 00898 e valor: R$ 0,00             0000000,00
20576100898Item do Pedido 00898 e valor: R$ 0,00             0000000,00
20576200898Item do Pedido 00898 e valor: R$ 0,00             0000000,00
20576300898Item do Pedido 00898 e valor: R$ 0,00             0000000,00
20576400898Item do Pedido 00898 e valor: R$ 0,00             0000000,00
20576500898Item do Pedido 00898 e valor: R$ 0,00             0000000,00
20576600898Item do Pedido 00898 e valor: R$ 0,00             0000000,00
100899Pedido de Compra em 15/10/2019 com 10 itens201910151855270000183,00E
20576700899Item do Pedido 00899 e valor: R$ 103,00           0000103,00
20576800899Item do Pedido 00899 e valor: R$ 76,00            0000076,00
20576900899Item do Pedido 00899 e valor: R$ 3,00             0000003,00
20577000899Item do Pedido 00899 e valor: R$ 1,00             0000001,00
20577100899Item do Pedido 00899 e valor: R$ 0,00             0000000,00
20577200899Item do Pedido 00899 e valor: R$ 0,00             0000000,00
20577300899Item do Pedido 00899 e valor: R$ 0,00             0000000,00
20577400899Item do Pedido 00899 e valor: R$ 0,00             0000000,00
20577500899Item do Pedido 00899 e valor: R$ 0,00             0000000,00
20577600899Item do Pedido 00899 e valor: R$ 0,00             0000000,00
20577700899Item do Pedido 00899 e valor: R$ 0,00             0000000,00
100900Pedido de Compra em 15/10/2019 com 10 itens201910151855270000109,00E
20577800900Item do Pedido 00900 e valor: R$ 92,00            0000092,00
20577900900Item do Pedido 00900 e valor: R$ 5,00             0000005,00
20578000900Item do Pedido 00900 e valor: R$ 8,00             0000008,00
20578100900Item do Pedido 00900 e valor: R$ 2,00             0000002,00
20578200900Item do Pedido 00900 e valor: R$ 1,00             0000001,00
20578300900Item do Pedido 00900 e valor: R$ 1,00             0000001,00
20578400900Item do Pedido 00900 e valor: R$ 0,00             0000000,00
20578500900Item do Pedido 00900 e valor: R$ 0,00             0000000,00
20578600900Item do Pedido 00900 e valor: R$ 0,00             0000000,00
20578700900Item do Pedido 00900 e valor: R$ 0,00             0000000,00
20578800900Item do Pedido 00900 e valor: R$ 0,00             0000000,00
100901Pedido de Compra em 15/10/2019 com 10 itens201910151855270000104,00E
20578900901Item do Pedido 00901 e valor: R$ 67,00            0000067,00
20579000901Item do Pedido 00901 e valor: R$ 16,00            0000016,00
20579100901Item do Pedido 00901 e valor: R$ 14,00            0000014,00
20579200901Item do Pedido 00901 e valor: R$ 7,00             0000007,00
20579300901Item do Pedido 00901 e valor: R$ 0,00             0000000,00
20579400901Item do Pedido 00901 e valor: R$ 0,00             0000000,00
20579500901Item do Pedido 00901 e valor: R$ 0,00             0000000,00
20579600901Item do Pedido 00901 e valor: R$ 0,00             0000000,00
20579700901Item do Pedido 00901 e valor: R$ 0,00             0000000,00
20579800901Item do Pedido 00901 e valor: R$ 0,00             0000000,00
20579900901Item do Pedido 00901 e valor: R$ 0,00             0000000,00
100902Pedido de Compra em 14/10/2019 com 11 itens201910141855270000173,00E
20580000902Item do Pedido 00902 e valor: R$ 139,00           0000139,00
20580100902Item do Pedido 00902 e valor: R$ 32,00            0000032,00
20580200902Item do Pedido 00902 e valor: R$ 2,00             0000002,00
20580300902Item do Pedido 00902 e valor: R$ 0,00             0000000,00
20580400902Item do Pedido 00902 e valor: R$ 0,00             0000000,00
20580500902Item do Pedido 00902 e valor: R$ 0,00             0000000,00
20580600902Item do Pedido 00902 e valor: R$ 0,00             0000000,00
20580700902Item do Pedido 00902 e valor: R$ 0,00             0000000,00
20580800902Item do Pedido 00902 e valor: R$ 0,00             0000000,00
20580900902Item do Pedido 00902 e valor: R$ 0,00             0000000,00
20581000902Item do Pedido 00902 e valor: R$ 0,00             0000000,00
20581100902Item do Pedido 00902 e valor: R$ 0,00             0000000,00
100903Pedido de Compra em 14/10/2019 com 11 itens201910141855270000099,00E
20581200903Item do Pedido 00903 e valor: R$ 56,00            0000056,00
20581300903Item do Pedido 00903 e valor: R$ 40,00            0000040,00
20581400903Item do Pedido 00903 e valor: R$ 1,00             0000001,00
20581500903Item do Pedido 00903 e valor: R$ 2,00             0000002,00
20581600903Item do Pedido 00903 e valor: R$ 0,00             0000000,00
20581700903Item do Pedido 00903 e valor: R$ 0,00             0000000,00
20581800903Item do Pedido 00903 e valor: R$ 0,00             0000000,00
20581900903Item do Pedido 00903 e valor: R$ 0,00             0000000,00
20582000903Item do Pedido 00903 e valor: R$ 0,00             0000000,00
20582100903Item do Pedido 00903 e valor: R$ 0,00             0000000,00
20582200903Item do Pedido 00903 e valor: R$ 0,00             0000000,00
20582300903Item do Pedido 00903 e valor: R$ 0,00             0000000,00
100904Pedido de Compra em 14/10/2019 com 11 itens201910141855270000007,00E
20582400904Item do Pedido 00904 e valor: R$ 5,00             0000005,00
20582500904Item do Pedido 00904 e valor: R$ 1,00             0000001,00
20582600904Item do Pedido 00904 e valor: R$ 1,00             0000001,00
20582700904Item do Pedido 00904 e valor: R$ 0,00             0000000,00
20582800904Item do Pedido 00904 e valor: R$ 0,00             0000000,00
20582900904Item do Pedido 00904 e valor: R$ 0,00             0000000,00
20583000904Item do Pedido 00904 e valor: R$ 0,00             0000000,00
20583100904Item do Pedido 00904 e valor: R$ 0,00             0000000,00
20583200904Item do Pedido 00904 e valor: R$ 0,00             0000000,00
20583300904Item do Pedido 00904 e valor: R$ 0,00             0000000,00
20583400904Item do Pedido 00904 e valor: R$ 0,00             0000000,00
20583500904Item do Pedido 00904 e valor: R$ 0,00             0000000,00
100905Pedido de Compra em 14/10/2019 com 11 itens201910141855270000018,00E
20583600905Item do Pedido 00905 e valor: R$ 2,00             0000002,00
20583700905Item do Pedido 00905 e valor: R$ 3,00             0000003,00
20583800905Item do Pedido 00905 e valor: R$ 10,00            0000010,00
20583900905Item do Pedido 00905 e valor: R$ 2,00             0000002,00
20584000905Item do Pedido 00905 e valor: R$ 1,00             0000001,00
20584100905Item do Pedido 00905 e valor: R$ 0,00             0000000,00
20584200905Item do Pedido 00905 e valor: R$ 0,00             0000000,00
20584300905Item do Pedido 00905 e valor: R$ 0,00             0000000,00
20584400905Item do Pedido 00905 e valor: R$ 0,00             0000000,00
20584500905Item do Pedido 00905 e valor: R$ 0,00             0000000,00
20584600905Item do Pedido 00905 e valor: R$ 0,00             0000000,00
20584700905Item do Pedido 00905 e valor: R$ 0,00             0000000,00
100906Pedido de Compra em 14/10/2019 com 11 itens201910141855270000011,00E
20584800906Item do Pedido 00906 e valor: R$ 6,00             0000006,00
20584900906Item do Pedido 00906 e valor: R$ 3,00             0000003,00
20585000906Item do Pedido 00906 e valor: R$ 1,00             0000001,00
20585100906Item do Pedido 00906 e valor: R$ 1,00             0000001,00
20585200906Item do Pedido 00906 e valor: R$ 0,00             0000000,00
20585300906Item do Pedido 00906 e valor: R$ 0,00             0000000,00
20585400906Item do Pedido 00906 e valor: R$ 0,00             0000000,00
20585500906Item do Pedido 00906 e valor: R$ 0,00             0000000,00
20585600906Item do Pedido 00906 e valor: R$ 0,00             0000000,00
20585700906Item do Pedido 00906 e valor: R$ 0,00             0000000,00
20585800906Item do Pedido 00906 e valor: R$ 0,00             0000000,00
20585900906Item do Pedido 00906 e valor: R$ 0,00             0000000,00
100907Pedido de Compra em 14/10/2019 com 11 itens201910141855270000060,00E
20586000907Item do Pedido 00907 e valor: R$ 1,00             0000001,00
20586100907Item do Pedido 00907 e valor: R$ 22,00            0000022,00
20586200907Item do Pedido 00907 e valor: R$ 23,00            0000023,00
20586300907Item do Pedido 00907 e valor: R$ 9,00             0000009,00
20586400907Item do Pedido 00907 e valor: R$ 1,00             0000001,00
20586500907Item do Pedido 00907 e valor: R$ 1,00             0000001,00
20586600907Item do Pedido 00907 e valor: R$ 2,00             0000002,00
20586700907Item do Pedido 00907 e valor: R$ 1,00             0000001,00
20586800907Item do Pedido 00907 e valor: R$ 0,00             0000000,00
20586900907Item do Pedido 00907 e valor: R$ 0,00             0000000,00
20587000907Item do Pedido 00907 e valor: R$ 0,00             0000000,00
20587100907Item do Pedido 00907 e valor: R$ 0,00             0000000,00
100908Pedido de Compra em 14/10/2019 com 11 itens201910141855270000189,00E
20587200908Item do Pedido 00908 e valor: R$ 20,00            0000020,00
20587300908Item do Pedido 00908 e valor: R$ 6,00             0000006,00
20587400908Item do Pedido 00908 e valor: R$ 82,00            0000082,00
20587500908Item do Pedido 00908 e valor: R$ 56,00            0000056,00
20587600908Item do Pedido 00908 e valor: R$ 11,00            0000011,00
20587700908Item do Pedido 00908 e valor: R$ 6,00             0000006,00
20587800908Item do Pedido 00908 e valor: R$ 6,00             0000006,00
20587900908Item do Pedido 00908 e valor: R$ 2,00             0000002,00
20588000908Item do Pedido 00908 e valor: R$ 0,00             0000000,00
20588100908Item do Pedido 00908 e valor: R$ 0,00             0000000,00
20588200908Item do Pedido 00908 e valor: R$ 0,00             0000000,00
20588300908Item do Pedido 00908 e valor: R$ 0,00             0000000,00
100909Pedido de Compra em 14/10/2019 com 11 itens201910141855270000188,00E
20588400909Item do Pedido 00909 e valor: R$ 132,00           0000132,00
